rel	query_id	entity	inlink	outlink	pg_count
0	SemSearch_LS-20	List_of_state_leaders_in_1286	99	1	338
0	SemSearch_LS-20	List_of_emperors_of_the_Yuan_dynasty	39	30	18437
0	SemSearch_LS-20	Tai_Situ_Changchub_Gyaltsen	59	27	2175
0	SemSearch_LS-20	Mongol_invasions_of_Vietnam	78	62	27271
0	SemSearch_LS-20	Chế_Mân	11	18	397
0	SemSearch_LS-20	Shin_Ditha_Pamauk	45	5	1890
0	SemSearch_LS-20	Nazia_and_Zoheb	51	22	12223
0	SemSearch_LS-20	Timeline_of_Tibetan_history	123	3	5098
0	SemSearch_LS-20	Administrative_divisions_of_the_Yuan_dynasty	84	12	1992
0	SemSearch_LS-20	Conqueror_(Iggulden_novel)	16	6	1442
0	SemSearch_LS-20	Ji_(state)	25	17	2036
0	SemSearch_LS-20	Antong	23	5	1349
0	SemSearch_LS-20	Seal_(East_Asia)	138	137	50871
0	SemSearch_LS-20	Kaidu	68	68	25049
0	SemSearch_LS-20	List_of_battles_involving_war_elephants	50	2	2704
0	SemSearch_LS-20	Godan_Khan	23	18	1926
0	SemSearch_LS-20	Emad_Hamdy	24	32	4298
0	SemSearch_LS-20	Indravarman_V	8	5	922
0	SemSearch_LS-20	Nambui	13	7	5546
0	SemSearch_LS-20	Ayurbarwada_Buyantu_Khan	87	67	21427
0	SemSearch_LS-20	Wings_of_the_Golden_Horde	86	140	5914
0	SemSearch_LS-20	Mongolia_under_Yuan_rule	52	15	3100
0	SemSearch_LS-20	Queen_Noguk	27	13	15100
0	SemSearch_LS-20	Masan	73	178	17708
0	SemSearch_LS-20	Hạ_Long_Bay	128	120	65073
0	SemSearch_LS-20	Hōjō_Tokimune	53	57	4215
0	SemSearch_LS-20	Kublai_Khan_(Jedi_Mind_Tricks_song)	20	8	558
0	SemSearch_LS-20	Eiso_(Ryukyu)	22	14	1492
0	SemSearch_LS-20	Al_al-Din	18	8	1516
0	SemSearch_LS-20	Military_history_of_Ray,_Iran	210	4	1361
0	SemSearch_LS-20	Ismail_(mangonel_expert)	18	9	1265
0	SemSearch_LS-20	Tode_Mongke	26	20	1415
0	SemSearch_LS-20	Kamakura_period	98	835	76547
0	SemSearch_LS-20	Phạm_Ngũ_Lão	39	13	657
0	SemSearch_LS-20	Jayakatwang	36	14	2084
0	SemSearch_LS-20	Kheshig	63	30	14519
0	SemSearch_LS-20	List_of_Mongol_consorts	25	0	467
0	SemSearch_LS-20	Huolongjing	120	53	21665
0	SemSearch_LS-20	Qasar	71	66	6511
0	SemSearch_LS-20	Liu_Bingzhong	23	15	1973
0	SemSearch_LS-20	Kököchin	37	23	15976
0	SemSearch_LS-20	Gulou_and_Zhonglou_(Beijing)	34	42	9822
0	SemSearch_LS-20	Marco_the_Magnificent	46	20	4887
0	SemSearch_LS-20	Mongol_conquest_of_the_Song_dynasty	119	28	30061
0	SemSearch_LS-20	Chabi	27	21	26919
0	SemSearch_LS-20	Cezanne_Khan	41	15	36561
2	SemSearch_LS-20	Hulagu_Khan	111	335	92475
0	SemSearch_LS-20	George_Meade_Easby	80	14	3424
0	SemSearch_LS-20	List_of_Mongol_rulers	222	91	42150
0	SemSearch_LS-20	1266	98	10	4190
0	SemSearch_LS-20	Yesün_Temür_(Yuan_dynasty)	76	129	9844
0	SemSearch_LS-20	Esen_Buqa–Ayurbarwada_war	45	3	1241
0	SemSearch_LS-20	Qubilah_Shabazz	46	12	76918
0	SemSearch_LS-20	A._B._A._Ghani_Khan_Choudhury	39	33	5392
0	SemSearch_LS-20	2014_Pulitzer_Prize	123	12	13084
0	SemSearch_LS-20	Attrition_warfare	74	249	143761
2	SemSearch_LS-20	Toluid_Civil_War	55	43	19146
0	SemSearch_LS-20	Islam_during_the_Yuan_dynasty	80	9	3982
0	SemSearch_LS-20	Historical_capitals_of_China	191	83	74327
0	SemSearch_LS-20	Alghu	23	20	2930
0	SemSearch_LS-20	Phags-pa_(Unicode_block)	6	3	805
0	SemSearch_LS-20	An_Nam_chí_lược	53	6	345
0	SemSearch_LS-20	Kubla_Khan	74	128	172023
0	SemSearch_LS-20	Dori_Jones_Yang	21	3	1601
0	SemSearch_LS-20	Government_Palace_(Mongolia)	26	15	4358
0	SemSearch_LS-20	Berke–Hulagu_war	65	19	5815
0	SemSearch_LS-20	Chagatai_Khanate	94	300	96050
0	SemSearch_LS-20	Marco_Polo_(miniseries)	75	49	14930
0	SemSearch_LS-20	Jamal_ad-Din_(astronomer)	29	13	3259
0	SemSearch_LS-20	A_Weaver_on_the_Horizon	75	29	7816
0	SemSearch_LS-20	Animal_Rap	18	8	1782
0	SemSearch_LS-20	Zhenjin	24	29	48362
0	SemSearch_LS-20	Tsushima_Strait	53	139	8702
0	SemSearch_LS-20	Khongirad	65	78	5204
0	SemSearch_LS-20	Madame_Xanadu	143	93	61360
0	SemSearch_LS-20	Nayan_(Mongol_Prince)	29	5	2110
0	SemSearch_LS-20	Religion_in_Inner_Mongolia	81	4	3624
0	SemSearch_LS-20	Altan_Khan	54	72	13464
0	SemSearch_LS-20	Genghis_Khan_(song)	22	8	3433
0	SemSearch_LS-22	Sarasota_Rookie_League	28	9	1015
0	SemSearch_LS-22	Atlantic_Baseball_Confederation	9	3	1630
0	SemSearch_LS-22	Florida_Collegiate_Summer_League	113	31	3528
2	SemSearch_LS-22	Major_Indoor_Soccer_League_(2008–14)	88	233	4992
0	SemSearch_LS-22	Opening_Day	120	580	44321
0	SemSearch_LS-22	Commissioner's_Trophy_(MLB)	31	90	10707
0	SemSearch_LS-22	Coastal_Bend_Aviators	11	8	1230
0	SemSearch_LS-22	Professional_baseball	61	4547	34278
0	SemSearch_LS-22	List_of_American_and_Canadian_cities_by_defunct_football_franchises	70	1	667
0	SemSearch_LS-22	Minor_League_Baseball	197	10000	140715
0	SemSearch_LS-22	North_American_Lacrosse_League	45	26	2679
0	SemSearch_LS-22	Arizona_Instructional_League	4	5	1144
0	SemSearch_LS-22	Major_professional_sports_leagues_in_the_United_States_and_Canada	426	420	160310
0	SemSearch_LS-22	South_Coast_League	14	39	5217
0	SemSearch_LS-22	Longhorn_League	34	30	667
0	SemSearch_LS-22	North_Dakota_League	18	2	448
0	SemSearch_LS-22	Cocoa_Rookie_League	33	6	758
0	SemSearch_LS-22	Association_of_Professional_Football_Leagues	35	9	3139
0	SemSearch_LS-22	National_Adult_League	29	14	1180
2	SemSearch_LS-22	Major_League_Baseball	437	27208	708433
0	SemSearch_LS-22	Northern_Association	45	7	610
0	SemSearch_LS-22	Houston_Hurricanes	12	21	920
0	SemSearch_LS-22	United_Soccer_Leagues	296	1096	30517
0	SemSearch_LS-22	Southeastern_League	60	112	1695
0	SemSearch_LS-22	Independent_baseball_league	103	292	29149
0	SemSearch_LS-22	California_Winter_League_(2010)	27	12	4445
0	SemSearch_LS-22	Major_League_Volleyball	23	12	1527
0	SemSearch_LS-22	New_United_States_Football_League	13	9	16248
0	SemSearch_LS-22	San_Francisco_Soccer_Football_League	45	12	3313
0	SemSearch_LS-22	Minor_league	84	796	25755
0	SemSearch_LS-22	Northern_Maine_League	8	1	336
0	SemSearch_LS-22	American_Professional_Soccer_League	97	412	9630
0	SemSearch_LS-22	Western_Women's_Hockey_League	38	73	3819
0	SemSearch_LS-22	Kentucky-Indiana_League	20	1	285
0	SemSearch_LS-22	USL_Second_Division	59	722	9062
0	SemSearch_LS-22	Three_Nations_Senior_Lacrosse_League	27	7	1325
0	SemSearch_LS-22	American_Indoor_Soccer_League	81	48	4379
0	SemSearch_LS-22	Continental_League	54	67	18384
0	SemSearch_LS-22	Tobacco_State_League	22	18	840
0	SemSearch_LS-22	Negro_Southern_League	40	44	2700
0	SemSearch_LS-22	Copper_Country_Soo_League	16	4	400
0	SemSearch_LS-22	Colonial_League_(baseball)	34	33	782
0	SemSearch_LS-22	Frontier_League	105	243	40154
0	SemSearch_LS-22	Valley_Baseball_League	41	52	5878
0	SemSearch_LS-22	Women's_League_Soccer	17	12	1159
0	SemSearch_LS-22	St._Louis_Metro_Collegiate_Instructional_Baseball_League	43	2	1597
0	SemSearch_LS-22	San_Angelo_Colts	23	24	2189
0	SemSearch_LS-22	List_of_U.S._cities_by_number_of_professional_sports_championships	76	3	15417
0	SemSearch_LS-22	Pacific_Association_of_Professional_Baseball_Clubs	25	35	20040
0	SemSearch_LS-22	Major_League_Ultimate	42	29	20020
0	SemSearch_LS-22	Major_League_Lacrosse	157	510	79766
0	SemSearch_LS-22	American_Association_(20th_century)	85	1239	10939
0	SemSearch_LS-22	Professional_Basketball_League_of_America	14	28	1523
0	SemSearch_LS-22	Twin_Ports_League	21	7	1355
0	SemSearch_LS-22	Fort_Worth_Cats	68	108	10375
0	SemSearch_LS-22	Atlantic_Collegiate_Baseball_League	30	36	4776
0	SemSearch_LS-22	Continental_Baseball_League	32	29	2033
0	SemSearch_LS-22	List_of_Major_League_Baseball_Opening_Day_starting_pitchers	77	1	1730
0	SemSearch_LS-22	National_Soccer_League_(Chicago)	20	41	1329
0	SemSearch_LS-22	Junior_ice_hockey	76	1759	53289
0	SemSearch_LS-22	National_Association_(minor_league_baseball)	2	11	431
0	SemSearch_LS-22	Sports_league	78	433	21992
0	SemSearch_LS-22	List_of_Major_League_Baseball_first-round_draft_picks	110	0	1856
0	SemSearch_LS-22	International_Volleyball_Association	28	13	3291
0	SemSearch_LS-22	New_York_Collegiate_Baseball_League	46	41	5187
0	SemSearch_LS-22	Lone_Star_League	42	34	1380
0	SemSearch_LS-22	Southern_Association	47	538	3682
0	SemSearch_LS-22	Rockingham_County_Baseball_League	29	10	2229
0	SemSearch_LS-22	National_Association_as_a_major_league	17	28	1951
0	SemSearch_LS-22	Major_Indoor_Soccer_League_(2001–08)	116	294	1993
0	SemSearch_LS-22	Virginia_League_(1948–51)	38	9	91
0	SemSearch_LS-22	Major_women's_sport_leagues_in_North_America	194	8	4636
0	SemSearch_LS-22	Major_League_Roller_Hockey_AA	19	4	396
2	SemSearch_LS-22	Major_Indoor_Soccer_League_(1978–92)	215	1036	5832
0	SemSearch_LS-22	Western_League_(original)	84	182	8263
0	SemSearch_LS-22	Central_Baseball_League	54	96	2954
0	SemSearch_LS-22	Major_League_Roller_Hockey	102	41	7117
0	SemSearch_LS-22	North_Coast_Soccer_League	17	2	1061
0	SemSearch_LS-22	United_States_Baseball_League	32	32	4115
0	SemSearch_LS-22	Edinburg_Roadrunners	46	34	2160
0	SemSearch_LS-22	Texas_Collegiate_League	54	57	5023
0	SemSearch_LS-22	Soccer_America	28	79	2232
0	SemSearch_LS-22	Gulf_States_League	32	8	999
0	SemSearch_LS-22	2010_Canadian_Major_Indoor_Soccer_League_season	24	7	347
0	SemSearch_LS-22	American_Association_of_Independent_Professional_Baseball	114	276	48217
0	SemSearch_LS-22	Iron_and_Oil_League	5	7	381
0	SemSearch_LS-22	Canadian_soccer_league_system	107	93	17611
0	SemSearch_LS-22	United_States_soccer_league_system	79	624	112100
0	SemSearch_LS-22	Major_League_Cricket	30	8	3999
0	SemSearch_LS-22	Sunbelt_Baseball_League	27	5	2879
0	SemSearch_LS-22	Florida_Instructional_League	14	26	1985
2	SemSearch_LS-22	Major_League_Soccer	375	4699	862797
0	SemSearch_LS-22	MLS_Supplemental_Draft	19	31	2570
0	SemSearch_LS-22	Florida_East_Coast_League	34	27	913
0	SemSearch_LS-22	Atlantic_Coast_League_(1995)	28	2	707
0	SemSearch_LS-22	Wooden_bat_league	25	11	1619
0	SemSearch_LS-22	World_Indoor_Soccer_League	54	114	3846
0	SemSearch_LS-22	List_of_North_American_cities_by_number_of_major_sports_championships	94	3	6472
0	SemSearch_LS-22	Western_Soccer_Alliance	82	285	3934
0	SemSearch_LS-22	Professional_Referee_Organization	46	12	3584
0	SemSearch_LS-25	Mayday_(Taiwanese_band)	60	90	38855
0	SemSearch_LS-25	Monday_Morning_(band)	28	6	996
0	SemSearch_LS-25	The_Walkmen	81	203	48660
0	SemSearch_LS-25	Breakfast_with_Amy	53	12	2028
2	SemSearch_LS-25	Larry_Mullen,_Jr.	120	292	77293
0	SemSearch_LS-25	Slug_(song)	79	6	2009
0	SemSearch_LS-25	Stuart_Adamson	84	80	65712
0	SemSearch_LS-25	Charles_Messier	59	201	30795
0	SemSearch_LS-25	Artists_United_Against_Apartheid	90	57	16518
0	SemSearch_LS-25	List_of_awards_received_by_U2	164	5	11385
2	SemSearch_LS-25	U2	356	4272	1008310
0	SemSearch_LS-25	Article_One_(band)	34	17	2566
0	SemSearch_LS-25	Ronnie_Vannucci,_Jr.	75	76	26318
0	SemSearch_LS-25	BNCR_Class_A	34	5	919
0	SemSearch_LS-25	Benmont_Tench	96	326	46806
0	SemSearch_LS-25	All_Mankind	32	3	2967
0	SemSearch_LS-25	The_Dangerous_Summer_(band)	65	28	11328
0	SemSearch_LS-25	Death_Angel	88	176	77621
0	SemSearch_LS-25	The_Aftermath_(Irish_band)	61	12	1753
2	SemSearch_LS-25	Bono	277	1260	567445
0	SemSearch_LS-25	The_Lassie_Foundation	37	13	2197
0	SemSearch_LS-25	A_Change_of_Pace	49	28	6255
0	SemSearch_LS-25	Negativland	101	161	44586
0	SemSearch_LS-25	Cold_Chisel	153	323	77607
0	SemSearch_LS-25	The_Franchise	19	3	704
0	SemSearch_LS-25	Small_nucleolar_RNA_U2-19	12	1	294
0	SemSearch_LS-25	No_Justice	31	25	2567
0	SemSearch_LS-25	List_of_awards_received_by_Spice_Girls	54	7	4379
0	SemSearch_LS-25	Pylon_(band)	64	65	17651
0	SemSearch_LS-25	The_Sound_(band)	51	65	34125
0	SemSearch_LS-25	The_Bravery	121	267	49892
0	SemSearch_LS-25	Night_Riots	32	7	13309
0	SemSearch_LS-25	Just_Jinjer	34	23	5839
0	SemSearch_LS-25	Red_Lightning_(band)	33	3	438
0	SemSearch_LS-25	Black_Infinity	14	3	2093
0	SemSearch_LS-25	Automatic_Baby	32	14	7767
0	SemSearch_LS-25	Technicolour_(rock_band)	25	3	1506
0	SemSearch_LS-25	Amadou_&_Mariam	63	144	21552
0	SemSearch_LS-25	Kill_Switch...Klick	121	26	3147
0	SemSearch_LS-25	American_Irish_Historical_Society	26	14	2024
0	SemSearch_LS-25	The_3Ds	44	46	4607
0	SemSearch_LS-25	U2.Communication	39	16	2386
0	SemSearch_LS-25	Dik_Evans	23	19	18088
0	SemSearch_LS-25	Yaaks	23	5	1078
0	SemSearch_LS-25	Bell_X1_(band)	120	112	19034
0	SemSearch_LS-25	100_Bullets_Back	44	2	2271
0	SemSearch_LS-25	Ophur	55	3	655
2	SemSearch_LS-25	Adam_Clayton	121	271	115942
0	SemSearch_LS-25	Mashina	57	24	5714
0	SemSearch_LS-25	The_Infomatics	25	8	718
0	SemSearch_LS-25	Chris_and_Thomas	66	3	3862
0	SemSearch_LS-25	Kraftwerk	249	938	379392
0	SemSearch_LS-25	Pavarotti_Music_Centre	9	3	812
0	SemSearch_LS-25	Gossip_(band)	101	360	57425
0	SemSearch_LS-25	Tributes_to_the_Beatles	52	7	4061
0	SemSearch_LS-25	Angels_&_Airwaves	79	248	111371
0	SemSearch_LS-25	Haplogroup_G-M201	152	82	18056
0	SemSearch_LS-25	U2_by_U2	104	6	3631
0	SemSearch_LS-25	Double_You	42	38	12859
0	SemSearch_LS-25	Joey_Ramone	114	295	248804
0	SemSearch_LS-25	The_Priests	50	36	8554
0	SemSearch_LS-25	Solo_(DC_Talk_album)	30	18	2938
0	SemSearch_LS-25	Medium,_Rare_&_Remastered	38	12	2954
0	SemSearch_LS-25	Dave_Fanning	123	68	6519
0	SemSearch_LS-25	The_Orb	239	313	86125
0	SemSearch_LS-25	Runa_(band)	10	3	793
0	SemSearch_LS-25	Legião_Urbana	71	92	9876
0	SemSearch_LS-25	Civil_Twilight_(band)	93	56	34796
0	SemSearch_LS-25	Small_nucleolar_RNA_U2-30	12	1	487
0	SemSearch_LS-25	Zoo_TV_Live	60	15	5288
0	SemSearch_LS-25	Public_Image_Ltd	190	519	200340
0	SemSearch_LS-25	Siouxsie_and_the_Banshees	163	703	276843
0	SemSearch_LS-25	Black_Lab	66	45	17473
0	SemSearch_LS-25	Crvena_jabuka	129	76	13470
0	SemSearch_LS-25	Dave_Keuning	52	50	40577
0	SemSearch_LS-25	Los_Lobos	158	560	140937
0	SemSearch_LS-25	Big_Audio_Dynamite	103	207	68821
0	SemSearch_LS-25	Triceratops_(band)	61	13	2657
0	SemSearch_LS-25	Artificial_Horizon_(album)	66	10	5326
0	SemSearch_LS-25	Ian_McCulloch_(singer)	75	160	46198
0	SemSearch_LS-25	The_Script	113	520	266892
0	SemSearch_LS-25	Mothers_of_the_Disappeared	117	17	11402
0	SemSearch_LS-25	The_Fray	136	494	178250
0	SemSearch_LS-25	Jim_Nussle	70	81	11704
0	SemSearch_LS-25	Croatia_Records	116	176	3445
0	SemSearch_LS-25	Dave_Chavarri	55	24	8729
0	SemSearch_LS-25	Village_People	155	530	352036
0	SemSearch_LS-25	A_House	88	38	7170
0	SemSearch_LS-25	One_(U2_song)	211	261	82398
0	SemSearch_LS-25	Justin_Furstenfeld	85	51	39563
0	SemSearch_LS-25	Melon:_Remixes_for_Propaganda	57	9	5005
0	SemSearch_LS-25	Marillion	179	525	174295
0	SemSearch_LS-25	Paddy_Boom	28	10	11601
0	SemSearch_LS-25	Runaway_GO	24	2	1230
0	SemSearch_LS-25	Motion_Picture_Soundtrack	25	14	4005
0	SemSearch_LS-25	Henry_Gross	76	50	22792
0	SemSearch_LS-25	Clearview_77	22	0	317
0	SemSearch_LS-25	Beautiful_Day	169	230	55742
0	SemSearch_LS-25	Marxman	52	22	5098
0	SemSearch_LS-25	Cook_da_Books	47	12	6097
0	SemSearch_LS-29	Google_Translate	213	113	772484
0	SemSearch_LS-29	Andorra	252	2125	796408
0	SemSearch_LS-29	Romance-speaking_Europe	116	95	43276
0	SemSearch_LS-29	Liquiçá	16	24	604
2	SemSearch_LS-29	Brazil	820	56734	2421789
0	SemSearch_LS-29	National_poetry	93	16	4040
0	SemSearch_LS-29	Member_states_of_the_Union_of_South_American_Nations	95	10	6605
0	SemSearch_LS-29	Macanese_Portuguese	50	13	11442
0	SemSearch_LS-29	Official_languages_of_the_United_Nations	97	46	93172
0	SemSearch_LS-29	Canada_2001_Census	76	621	13701
0	SemSearch_LS-29	Flag_of_the_Community_of_Portuguese_Language_Countries	36	6	5454
0	SemSearch_LS-29	Languages_of_the_Democratic_Republic_of_the_Congo	62	46	34461
0	SemSearch_LS-29	Portuguese_Empire	483	1314	281489
0	SemSearch_LS-29	Organization_of_American_States	135	1313	143791
0	SemSearch_LS-29	Member_states_of_the_Organisation_internationale_de_la_Francophonie	81	4	10433
0	SemSearch_LS-29	Latin_American_Integration_Association	57	140	20605
0	SemSearch_LS-29	Guyanese_people	64	81	33295
0	SemSearch_LS-29	List_of_lingua_francas	367	7	49027
0	SemSearch_LS-29	São_Tomé_and_Príncipe	167	1339	133758
0	SemSearch_LS-29	Hispanic_America	132	370	64933
0	SemSearch_LS-29	Brazil–India_relations	91	17	6563
0	SemSearch_LS-29	Senior_colonel	34	42	4607
0	SemSearch_LS-29	Mercosur	160	425	202391
0	SemSearch_LS-29	Global_language_system	60	10	20296
0	SemSearch_LS-29	Music_of_East_Timor	26	5	7898
0	SemSearch_LS-29	Languages_of_Argentina	100	8	57852
0	SemSearch_LS-29	Demographics_of_Aruba	31	13	11038
0	SemSearch_LS-29	Ndwandwe	30	26	11148
0	SemSearch_LS-29	Economic_Community_of_West_African_States	125	675	107096
0	SemSearch_LS-29	Marta_Santos_Pais	12	1	1703
0	SemSearch_LS-29	Ibero-American_Summit	80	50	8792
0	SemSearch_LS-29	Lusitanic	127	19	4719
0	SemSearch_LS-29	Guinea-Bissau	236	2000	273542
0	SemSearch_LS-29	Languages_of_Mozambique	35	7	16939
0	SemSearch_LS-29	Goa_University_Library	14	2	652
0	SemSearch_LS-29	East_Timor	296	2522	603853
0	SemSearch_LS-29	International_Coffee_Organization	19	32	8172
0	SemSearch_LS-29	List_of_country_names_in_various_languages_(Q–Z)	85	6	15813
0	SemSearch_LS-29	Constitution_of_East_Timor	9	11	2358
0	SemSearch_LS-29	Member_states_of_the_Organization_of_American_States	122	5	7861
0	SemSearch_LS-29	Member_states_of_the_Community_of_Portuguese_Language_Countries	44	3	6789
2	SemSearch_LS-29	Community_of_Portuguese_Language_Countries	95	203	49322
0	SemSearch_LS-29	Economic_Community_of_Central_African_States	99	177	35828
0	SemSearch_LS-29	Monte_Café,_São_Tomé_and_Príncipe	7	4	175
0	SemSearch_LS-29	List_of_international_organisations_which_have_Portuguese_as_an_official_language	82	3	2352
0	SemSearch_LS-29	Latin_Union	73	133	37344
0	SemSearch_LS-29	List_of_country_names_in_various_languages	17	10	23376
2	SemSearch_LS-29	Portugal	1298	25366	1290473
0	SemSearch_LS-29	List_of_country_names_in_various_languages_(D–I)	66	5	13428
2	SemSearch_LS-29	List_of_territorial_entities_where_Portuguese_is_an_official_language	118	46	57063
0	SemSearch_LS-29	Lusophone_music	18	10	2918
0	SemSearch_LS-29	Dutch_Language_Union	55	90	15172
0	SemSearch_LS-29	Mandarin_(bureaucrat)	59	236	47841
0	SemSearch_LS-29	Union_Internationale_des_Avocats	82	9	1710
0	SemSearch_LS-29	Sprachraum	65	39	11751
0	SemSearch_LS-29	Name_of_Myanmar	68	27	12183
0	SemSearch_LS-29	Demographics_of_Sri_Lanka	77	126	60546
0	SemSearch_LS-29	Wenedyk	89	12	7206
0	SemSearch_LS-29	Community_of_Sahel-Saharan_States	35	39	14547
0	SemSearch_LS-29	English_in_the_Commonwealth_of_Nations	57	49	26917
0	SemSearch_LS-29	Portuguese_language	482	8023	546557
0	SemSearch_LS-29	Union_of_South_American_Nations	203	311	103072
0	SemSearch_LS-29	Languages_of_East_Timor	70	12	13440
0	SemSearch_LS-29	Member_states_of_the_Association_of_Southeast_Asian_Nations	213	50	89026
0	SemSearch_LS-29	Community_of_Latin_American_and_Caribbean_States	90	87	40887
0	SemSearch_LS-29	Coat_of_arms_of_East_Timor	29	13	5269
0	SemSearch_LS-29	Languages_of_São_Tomé_and_Príncipe	8	4	1127
0	SemSearch_LS-29	Spanish_language	485	22726	826417
0	SemSearch_LS-29	BBC_Brasil	10	5	3998
0	SemSearch_LS-29	Languages_of_Europe	508	178	140346
0	SemSearch_LS-29	East_Timorese_Portuguese	38	7	4456
0	SemSearch_LS-29	Working_language	46	47	16134
0	SemSearch_LS-29	The_Portuguese_Tribune	13	2	667
0	SemSearch_LS-29	Mozambican_Portuguese	30	12	7649
0	SemSearch_LS-29	List_of_country_names_in_various_languages_(A–C)	77	5	11076
0	SemSearch_LS-29	Demographics_of_Toronto	154	10	88897
0	SemSearch_LS-29	Portuguese-speaking_African_countries	34	83	32186
0	SemSearch_LS-29	Portuguese_Mozambicans	76	14	7375
0	SemSearch_LS-29	Organization_for_Security_and_Co-operation_in_Europe	321	1650	116930
0	SemSearch_LS-29	Brazil–Portugal_relations	75	12	5629
0	SemSearch_LS-29	Sérgio_Vieira_de_Mello	141	103	8412
0	SemSearch_LS-29	Portuguese_Language_Orthographic_Agreement_of_1990	71	20	7320
0	SemSearch_LS-29	Robert_Van_Lierop	47	7	1539
0	SemSearch_LS-29	Culture_of_Guernsey	76	8	4283
0	SemSearch_LS-29	Yogyakarta_Principles_in_Action	82	15	5427
2	SemSearch_LS-29	Angola	326	7417	757892
0	SemSearch_LS-29	Law_of_East_Timor	13	4	2147
0	SemSearch_LS-29	Mozambique	341	6183	606359
0	SemSearch_LS-29	List_of_alternative_country_names	277	14	50332
0	SemSearch_LS-29	Inter-American_Development_Bank	123	565	42527
0	SemSearch_LS-29	List_of_country_names_in_various_languages_(J–P)	107	6	7928
0	SemSearch_LS-29	Galician_people	177	301	41757
0	SemSearch_LS-29	List_of_airports_in_Angola	145	8	11973
0	SemSearch_LS-29	Portuguese_in_the_Americas	29	2	3045
0	SemSearch_LS-29	Timor_Timur	14	20	13202
0	SemSearch_LS-29	Languages_of_Guinea-Bissau	18	5	4911
0	SemSearch_LS-29	Hispanidad	180	53	20116
0	SemSearch_LS-29	Equatorial_Guinea	260	2592	552341
0	SemSearch_LS-29	List_of_official_languages_by_institution	88	4	10012
0	SemSearch_LS-29	Portuguese_in_Africa	70	24	21629
0	SemSearch_LS-31	United_Nations_Security_Council_election,_1987	27	0	1015
0	SemSearch_LS-31	United_Nations_Security_Council_election,_1989	30	0	890
0	SemSearch_LS-31	Chapter_XVIII_of_the_United_Nations_Charter	10	7	2745
0	SemSearch_LS-31	United_Nations_Security_Council_election,_2011	44	6	3149
0	SemSearch_LS-31	Tuvalu_and_the_United_Nations	52	3	3790
0	SemSearch_LS-31	United_Nations_Security_Council_election,_1979	26	0	941
0	SemSearch_LS-31	European_Union_and_the_United_Nations	57	29	21006
0	SemSearch_LS-31	Soviet_Union_and_the_United_Nations	48	14	20519
2	SemSearch_LS-31	United_States_and_the_United_Nations	111	29	43080
0	SemSearch_LS-31	United_Nations_Security_Council_resolution	19	1437	37814
0	SemSearch_LS-31	Brazil_and_the_United_Nations	62	14	10775
0	SemSearch_LS-31	United_Nations_Security_Council_election,_1982	30	0	944
0	SemSearch_LS-31	United_Nations_Security_Council_election,_2014	35	15	15309
0	SemSearch_LS-31	United_Nations_Security_Council_election,_2000	24	2	1386
0	SemSearch_LS-31	United_Nations_Security_Council_election,_1991	30	0	1135
0	SemSearch_LS-31	List_of_members_of_the_United_Nations_Security_Council	129	106	102583
0	SemSearch_LS-31	Chapter_XIX_of_the_United_Nations_Charter	6	5	3292
0	SemSearch_LS-31	United_Nations_Security_Council_election,_1992	32	2	1021
0	SemSearch_LS-31	United_Nations_Security_Council_election,_1977	35	0	1150
0	SemSearch_LS-31	United_States_Mission_to_the_United_Nations	40	16	7089
0	SemSearch_LS-31	France_and_the_United_Nations	26	4	7754
0	SemSearch_LS-31	United_Nations_Security_Council_election,_1985	26	0	962
0	SemSearch_LS-31	United_Nations_Security_Council_Resolution_1	9	5	2409
0	SemSearch_LS-31	United_Nations_Security_Council_election,_1996	27	1	944
0	SemSearch_LS-31	Chapter_XIII_of_the_United_Nations_Charter	10	3	2286
0	SemSearch_LS-31	United_Nations_Security_Council_election,_2016	18	4	20933
0	SemSearch_LS-31	Military_Staff_Committee	34	36	7872
0	SemSearch_LS-31	United_Nations_Security_Council_election,_2008	34	4	2075
0	SemSearch_LS-31	United_Nations_Security_Council_election,_1990	27	0	1104
0	SemSearch_LS-31	Chapter_VII_of_the_United_Nations_Charter	38	503	51018
0	SemSearch_LS-31	United_Kingdom_and_the_United_Nations	33	9	14872
0	SemSearch_LS-31	China_and_the_United_Nations	134	125	87238
0	SemSearch_LS-31	United_Nations_Security_Council_Resolution_84	26	16	7858
2	SemSearch_LS-31	Russia_and_the_United_Nations	35	12	18287
0	SemSearch_LS-31	United_Nations_Security_Council_election,_2009	33	3	1815
0	SemSearch_LS-31	United_Nations_Security_Council_election,_2004	24	1	1181
0	SemSearch_LS-31	United_Nations_Security_Council_election,_2017	17	1	5590
0	SemSearch_LS-31	Western_Contact_Group	28	5	904
0	SemSearch_LS-31	United_Nations_General_Assembly_Resolution_1991	16	1	1200
0	SemSearch_LS-31	United_Nations_Security_Council_election,_2020	18	1	2779
0	SemSearch_LS-31	United_Nations_Security_Council_election,_2001	25	1	1262
0	SemSearch_LS-31	Canada_and_the_United_Nations	37	13	15627
0	SemSearch_LS-31	United_Nations_Security_Council_election,_2002	25	1	1177
0	SemSearch_LS-31	United_Nations_Security_Council_election,_January_1946	28	2	2017
0	SemSearch_LS-31	United_Nations_Security_Council_election,_1978	33	0	1000
0	SemSearch_LS-31	United_Nations_General_Assembly_Resolution_377	36	27	20135
